time,pair_id,phase,cmd_px,cmd_py,cmd_pz,ndi_px,ndi_py,ndi_pz,ndi_ox,ndi_oy,ndi_oz,ndi_ow,fx,fy,fz,joint_0,joint_1,joint_2,joint_3,joint_4
1773939361.299445,0,wp1,-0.009,-0.006,0.015,57.76845169067383,-28.391292572021484,-206.109619140625,-0.3447315990924835,0.6037788987159729,0.0,0.7187567353248596,0.739254,-7.5442,4.804631,0.0,5.3003915839322575,0.009800827716879741,0.009799827872852223,0.0
1773939361.324369,0,wp1,-0.009,-0.006,0.015,58.030517578125,-28.804290771484375,-206.8468780517578,-0.3444008231163025,0.6038193106651306,0.0,0.718881368637085,0.737493,-7.545138,4.808148,0.0,5.3003915839322575,0.009800827716879741,0.009799827872852223,0.0
1773939361.349571,0,wp1,-0.009,-0.006,0.015,57.877113342285156,-28.66391944885254,-206.7830047607422,-0.34448498487472534,0.604095995426178,0.0,0.7186084985733032,0.7379129999999999,-7.5451749999999995,4.801755,0.0,5.3003915839322575,0.009800827716879741,0.009799827872852223,0.0
1773939361.3743079,0,wp1,-0.009,-0.006,0.015,57.928863525390625,-28.701650619506836,-206.7927703857422,-0.3441523611545563,0.6041213274002075,0.0,0.718746542930603,0.730937,-7.547746999999999,4.8054239999999995,0.0,5.3003915839322575,0.009800827716879741,0.009799827872852223,0.0
1773939361.399445,0,wp1,-0.009,-0.006,0.015,58.02607345581055,-28.918481826782227,-206.95486450195312,-0.3440203368663788,0.6040381193161011,0.0,0.718879759311676,0.7392799999999999,-7.545927,4.8044839999999995,0.0,5.3003915839322575,0.009800827716879741,0.009799827872852223,0.0
1773939361.424246,0,wp1,-0.009,-0.006,0.015,58.313323974609375,-29.496915817260742,-207.63507080078125,-0.34368735551834106,0.6040852069854736,0.0,0.7189992666244507,0.737962,-7.546766,4.801867,0.0,5.3003915839322575,0.009800827716879741,0.009799827872852223,0.0
1773939361.449394,0,wp1,-0.009,-0.006,0.015,59.08388900756836,-30.930564880371094,-209.76202392578125,-0.3427670896053314,0.604198694229126,0.0,0.7193431854248047,0.737861,-7.549776,4.7972779999999995,0.0,5.3003915839322575,0.009800827716879741,0.009799827872852223,0.0
1773939361.4743454,0,wp1,-0.009,-0.006,0.015,59.092262268066406,-30.912277221679688,-209.75428771972656,-0.342694491147995,0.6041552424430847,0.0,0.7194143533706665,0.7338009999999999,-7.5428429999999995,4.805401,0.0,5.3003915839322575,0.009800827716879741,0.009799827872852223,0.0
1773939361.4991856,0,wp1,-0.009,-0.006,0.015,59.2792854309082,-31.31939697265625,-210.22740173339844,-0.3426564037799835,0.6040346622467041,0.0,0.7195336818695068,0.7337159999999999,-7.544448,4.803618999999999,0.0,5.3003915839322575,0.009800827716879741,0.009799827872852223,0.0
1773939361.5243263,0,wp1,-0.009,-0.006,0.015,59.54269790649414,-31.822603225708008,-210.85699462890625,-0.3423910140991211,0.6039443612098694,0.0,0.719735860824585,0.736529,-7.5461149999999995,4.803561,0.0,5.3003915839322575,0.009800827716879741,0.009799827872852223,0.0
1773939361.5493317,0,wp1,-0.009,-0.006,0.015,59.58238983154297,-31.906429290771484,-211.27102661132812,-0.3423500955104828,0.6040990948677063,0.0,0.7196254134178162,0.7379629999999999,-7.5452129999999995,4.801839,0.0,5.3003915839322575,0.009800827716879741,0.009799827872852223,0.0
1773939361.5742996,0,wp1,-0.009,-0.006,0.015,59.66563034057617,-32.10282897949219,-211.49819946289062,-0.3422338366508484,0.6041249632835388,0.0,0.7196589112281799,0.734951,-7.55124,4.805598,0.0,5.3003915839322575,0.009800827716879741,0.009799827872852223,0.0
